like1,parx,pary,parz,simulation_0,chain
inf,10.0,-4.516,-0.992,inf,1.0
inf,8.97,6.35,-2.182,inf,1.0
inf,0.802,7.812,-4.234,inf,1.0
inf,0.1649,5.934,-9.086,inf,1.0
9304.0,3.05,2.355,-1.132,9304.0,1.0
inf,4.87,3.81,-8.25,inf,1.0
inf,-9.55,3.742,2.08,inf,1.0
inf,-8.82,2.018,8.42,inf,1.0
inf,-9.44,-4.926,3.365,inf,1.0
60.66,1.621,1.873,3.666,60.66,1.0
inf,-5.312,8.36,-7.918,inf,1.0
inf,4.535,-8.86,2.307,inf,1.0
61060.0,4.727,-2.22,2.197,61060.0,1.0
inf,5.105,4.117,-6.676,inf,1.0
inf,3.428,5.395,-2.232,inf,1.0
inf,-3.371,-8.2,-9.586,inf,1.0
inf,0.933,8.13,6.96,inf,1.0
inf,8.02,-3.695,-2.23,inf,1.0
27380.0,0.2664,4.055,0.3982,27380.0,1.0
inf,0.839,8.336,-4.824,inf,1.0
inf,0.11316,6.152,-7.836,inf,1.0
inf,-8.805,-8.21,-5.215,inf,1.0
inf,-6.797,5.26,-5.152,inf,1.0
inf,7.33,-3.955,-7.953,inf,1.0
23740.0,-3.875,-0.1688,2.65,23740.0,1.0
inf,-8.72,-8.91,7.984,inf,1.0
49250.0,4.285,4.336,1.604,49250.0,1.0
inf,-0.035,6.746,8.625,inf,1.0
inf,9.39,5.758,0.7036,inf,1.0
3744.0,-0.7285,-0.6064,-5.64,3744.0,1.0
inf,-9.45,-8.65,9.016,inf,1.0
inf,-7.63,-6.926,-5.53,inf,1.0
inf,6.652,0.994,0.742,inf,1.0
inf,-1.536,9.836,2.262,inf,1.0
inf,-7.836,8.234,5.023,inf,1.0
inf,-5.598,2.18,5.47,inf,1.0
inf,-4.188,-5.73,3.398,inf,1.0
inf,-9.66,8.32,-3.418,inf,1.0
31460.0,-4.26,0.7515,3.824,31460.0,1.0
inf,0.6035,-5.97,-2.734,inf,1.0
36900.0,3.717,-3.643,5.3,36900.0,1.0
inf,-3.256,4.43,-6.69,inf,1.0
inf,6.324,1.279,-7.645,inf,1.0
inf,3.844,-5.336,-3.611,inf,1.0
64300.0,-3.988,-4.457,4.76,64300.0,1.0
inf,4.95,-3.973,-1.177,inf,1.0
inf,5.637,2.992,1.138,inf,1.0
inf,-7.02,-3.742,7.8,inf,1.0
inf,7.76,3.896,9.695,inf,1.0
1307.0,-0.3118,0.6445,3.986,1307.0,1.0
inf,4.22,-8.695,3.674,inf,1.0
680.5,0.539,2.336,7.07,680.5,1.0
38720.0,1.225,-3.73,-5.05,38720.0,1.0
63070.0,5.047,3.348,-0.7017,63070.0,1.0
31600.0,-2.158,-4.37,3.82,31600.0,1.0
15416.0,3.838,2.518,8.56,15416.0,1.0
inf,6.926,-1.121,-1.003,inf,1.0
17970.0,3.043,-1.656,-5.03,17970.0,1.0
inf,8.01,-2.781,-5.793,inf,1.0
12890.0,-1.904,1.116,-9.82,12890.0,1.0
61500.0,1.974,-3.846,-8.766,61500.0,1.0
525.5,-0.476,-1.989,3.477,525.5,1.0
27700.0,-2.99,2.809,-7.574,27700.0,1.0
inf,-4.848,-7.395,-6.367,inf,1.0
inf,-3.18,-9.99,-3.537,inf,1.0
21230.0,-3.473,-0.2437,7.844,21230.0,1.0
inf,7.043,-8.51,-3.982,inf,1.0
inf,5.46,3.521,9.02,inf,1.0
inf,4.668,6.293,-9.47,inf,1.0
inf,-7.016,5.06,5.348,inf,1.0
6310.0,3.193,3.566,8.34,6310.0,1.0
27790.0,-4.04,-0.3545,-0.2168,27790.0,1.0
inf,8.13,4.75,-7.46,inf,1.0
3294.0,-1.621,-0.11414,5.047,3294.0,1.0
inf,5.99,-0.886,7.613,inf,1.0
inf,9.53,3.271,3.533,inf,1.0
3514.0,1.8125,2.352,-0.3223,3514.0,1.0
17040.0,3.924,2.451,4.3,17040.0,1.0
inf,-8.96,-6.11,4.83,inf,1.0
62180.0,-4.27,-3.639,1.294,62180.0,1.0
inf,-2.516,6.094,3.031,inf,1.0
inf,-0.99,-7.434,-6.09,inf,1.0
inf,-8.92,-8.52,2.281,inf,1.0
inf,-7.164,-0.4976,3.326,inf,1.0
59460.0,4.64,-2.812,6.6,59460.0,1.0
inf,-8.914,-6.105,-8.49,inf,1.0
inf,9.12,-1.329,-6.77,inf,1.0
4470.0,-1.161,1.693,-3.81,4470.0,1.0
10740.0,-1.0625,3.125,-0.3923,10740.0,1.0
867.5,-2.182,2.662,9.12,867.5,1.0
inf,0.441,-5.06,-9.32,inf,1.0
16910.0,3.28,0.232,-7.59,16910.0,1.0
inf,9.64,-4.67,8.49,inf,1.0
10040.0,0.4646,-0.2185,-9.96,10040.0,1.0
799.0,-0.03894,-2.797,7.85,799.0,1.0
56200.0,4.676,-1.268,6.703,56200.0,1.0
inf,7.79,-2.809,-6.96,inf,1.0
625.0,0.5605,0.7817,3.066,625.0,1.0
inf,6.605,7.03,8.83,inf,1.0
inf,-2.72,8.01,-4.29,inf,1.0
55330.0,1.481,3.742,-9.46,55330.0,1.0
27410.0,-0.7637,-3.387,-4.594,27410.0,1.0
inf,9.516,2.37,4.594,inf,1.0
inf,-5.227,-0.1273,-0.655,inf,1.0
inf,6.254,0.783,-3.504,inf,1.0
inf,0.1735,-9.31,6.38,inf,1.0
inf,2.541,-9.74,3.107,inf,1.0
inf,9.28,-6.94,-3.725,inf,1.0
inf,4.35,7.43,1.816,inf,1.0
inf,-1.863,7.34,-3.932,inf,1.0
inf,-9.16,-2.973,-9.87,inf,1.0
inf,7.562,0.813,-6.562,inf,1.0
inf,-4.76,6.863,5.98,inf,1.0
inf,4.188,7.62,-9.12,inf,1.0
inf,-4.58,5.69,-8.5,inf,1.0
inf,9.63,4.184,7.348,inf,1.0
inf,-6.59,-0.3374,4.324,inf,1.0
23900.0,3.549,-0.724,8.37,23900.0,1.0
inf,-9.53,-3.896,9.84,inf,1.0
5696.0,-1.681,2.02,-3.424,5696.0,1.0
inf,7.36,-7.273,-3.543,inf,1.0
inf,9.75,4.266,-8.44,inf,1.0
inf,5.234,-1.5,3.703,inf,1.0
inf,0.8076,-8.03,2.531,inf,1.0
inf,-3.719,4.625,-6.254,inf,1.0
inf,-2.248,-8.77,2.049,inf,1.0
inf,-8.414,0.2778,-2.986,inf,1.0
55970.0,-3.783,-4.547,6.426,55970.0,1.0
inf,-4.84,-4.195,-7.574,inf,1.0
inf,-6.316,-1.4375,-1.289,inf,1.0
11940.0,-3.445,1.23,-0.936,11940.0,1.0
48640.0,4.17,-3.506,5.31,48640.0,1.0
inf,-6.914,-3.518,-7.145,inf,1.0
35360.0,-4.387,3.564,2.35,35360.0,1.0
45400.0,-4.414,-1.262,-3.252,45400.0,1.0
inf,0.577,-6.285,0.305,inf,1.0
2678.0,-0.498,-0.9634,-4.098,2678.0,1.0
inf,9.09,8.19,2.23,inf,1.0
9570.0,-2.29,-0.18,-8.1,9570.0,1.0
inf,5.258,8.86,2.924,inf,1.0
inf,-6.676,-1.765,2.729,inf,1.0
inf,6.695,-1.91,8.0,inf,1.0
inf,-1.061,6.227,-1.078,inf,1.0
inf,8.32,4.34,2.076,inf,1.0
inf,7.49,2.658,-8.35,inf,1.0
inf,7.71,2.838,3.434,inf,1.0
inf,-8.95,-1.455,-0.4878,inf,1.0
inf,-3.766,5.895,6.645,inf,1.0
14536.0,3.217,-1.445,4.562,14536.0,1.0
1305.0,1.237,0.2058,3.402,1305.0,1.0
inf,-2.158,5.96,-2.035,inf,1.0
inf,7.016,-8.57,8.516,inf,1.0
inf,-3.35,-7.03,-6.492,inf,1.0
inf,8.19,3.305,0.6504,inf,1.0
inf,-4.004,-6.59,-3.771,inf,1.0
inf,-4.816,-5.38,2.637,inf,1.0
inf,-7.098,9.96,-6.69,inf,1.0
inf,-0.08844,8.32,3.912,inf,1.0
36700.0,2.674,3.238,-8.27,36700.0,1.0
inf,9.49,-5.71,-0.1226,inf,1.0
inf,8.38,-6.316,-4.883,inf,1.0
inf,8.81,7.57,-2.434,inf,1.0
inf,-6.957,-3.383,7.21,inf,1.0
inf,-9.16,9.59,-1.503,inf,1.0
inf,3.809,8.95,-6.0,inf,1.0
852.0,-0.8813,-1.938,2.746,852.0,1.0
inf,4.98,6.746,0.3171,inf,1.0
13840.0,-1.405,-3.76,3.873,13840.0,1.0
inf,6.76,-6.18,5.484,inf,1.0
inf,7.8,-2.951,2.896,inf,1.0
inf,4.055,9.27,5.008,inf,1.0
22260.0,2.977,4.26,3.99,22260.0,1.0
inf,0.5723,-6.9,0.7583,inf,1.0
1407.0,-2.041,1.383,4.406,1407.0,1.0
inf,-6.613,2.84,9.586,inf,1.0
44800.0,-4.6,0.0573,-1.543,44800.0,1.0
inf,-6.504,3.9,-3.982,inf,1.0
2604.0,1.861,2.553,1.499,2604.0,1.0
inf,4.49,-6.27,5.434,inf,1.0
inf,6.645,6.992,9.625,inf,1.0
inf,-8.234,5.613,2.346,inf,1.0
17550.0,-3.879,2.344,1.755,17550.0,1.0
inf,-7.84,0.9316,-7.254,inf,1.0
inf,-2.15,8.94,-5.824,inf,1.0
inf,2.094,-6.453,-1.277,inf,1.0
inf,4.188,-5.945,7.29,inf,1.0
inf,9.65,6.96,-3.393,inf,1.0
17250.0,-2.393,3.596,-0.01903,17250.0,1.0
inf,9.1,8.91,2.418,inf,1.0
55260.0,3.09,-4.688,3.256,55260.0,1.0
inf,0.7627,-7.168,5.027,inf,1.0
inf,-3.512,-7.02,4.13,inf,1.0
inf,7.1,1.448,-7.78,inf,1.0
inf,-0.4353,-8.64,3.896,inf,1.0
inf,-1.608,9.664,1.435,inf,1.0
249.5,0.05502,1.371,2.662,249.5,1.0
inf,-8.68,-1.656,4.688,inf,1.0
inf,8.22,3.387,4.156,inf,1.0
65100.0,-1.656,-5.25,3.352,65100.0,1.0
inf,-5.133,-0.02104,4.383,inf,1.0
inf,0.7817,8.11,7.6,inf,1.0
inf,8.195,-1.935,-0.17,inf,1.0
23090.0,-3.582,-2.346,5.29,23090.0,1.0
inf,-8.44,-1.307,-1.14,inf,1.0
inf,-4.23,-8.89,-6.62,inf,1.0
inf,-5.703,-8.26,2.842,inf,1.0
inf,-5.83,-8.78,-5.98,inf,1.0
inf,-2.795,4.887,-4.527,inf,1.0
inf,8.44,9.516,-4.734,inf,1.0
21520.0,3.457,2.14,-6.32,21520.0,1.0
inf,-6.125,-8.05,-4.707,inf,1.0
inf,9.195,-3.773,-1.473,inf,1.0
inf,-7.812,0.8936,6.785,inf,1.0
35140.0,-1.137,-3.844,-3.236,35140.0,1.0
inf,6.105,2.488,2.291,inf,1.0
inf,3.852,7.2,4.227,inf,1.0
inf,3.342,-6.02,-3.207,inf,1.0
6320.0,1.4375,-2.426,-0.6685,6320.0,1.0
inf,-9.06,9.055,-2.578,inf,1.0
inf,1.544,-7.902,2.129,inf,1.0
inf,7.453,-7.652,-6.492,inf,1.0
inf,-6.168,3.797,-6.848,inf,1.0
16340.0,3.254,-1.931,1.172,16340.0,1.0
23800.0,-2.844,-2.44,-5.31,23800.0,1.0
31840.0,3.23,4.188,0.813,31840.0,1.0
10940.0,3.086,0.05908,-4.44,10940.0,1.0
inf,-7.914,6.387,-5.137,inf,1.0
inf,7.03,-5.098,-9.04,inf,1.0
inf,-3.943,-5.62,-0.3755,inf,1.0
inf,-7.82,5.61,-4.727,inf,1.0
inf,6.105,0.01471,-6.984,inf,1.0
inf,-6.46,-4.73,-6.695,inf,1.0
inf,9.78,-0.8403,-4.402,inf,1.0
43500.0,4.418,0.2476,8.055,43500.0,1.0
inf,-8.76,3.332,-8.414,inf,1.0
inf,-5.285,9.016,-2.03,inf,1.0
inf,-5.34,1.672,0.06354,inf,1.0
inf,8.125,9.51,-6.984,inf,1.0
inf,4.28,-6.38,4.367,inf,1.0
37400.0,4.047,-2.562,2.629,37400.0,1.0
inf,8.92,3.115,-0.05878,inf,1.0
837.0,-0.1322,2.666,5.96,837.0,1.0
inf,1.407,-5.113,-8.01,inf,1.0
inf,3.549,-6.203,0.004726,inf,1.0
1672.0,-1.61,3.006,4.984,1672.0,1.0
inf,2.092,5.957,-1.439,inf,1.0
31920.0,2.906,-2.479,-7.996,31920.0,1.0
inf,-3.387,6.977,3.336,inf,1.0
inf,-6.95,-0.877,1.617,inf,1.0
inf,-5.664,5.434,9.47,inf,1.0
inf,-1.076,8.46,-7.676,inf,1.0
inf,6.17,-1.697,-5.574,inf,1.0
62530.0,-3.162,3.977,-8.445,62530.0,1.0
inf,-5.973,-5.938,7.613,inf,1.0
1098.0,0.944,-1.227,-1.036,1098.0,1.0
inf,-2.176,6.73,-7.28,inf,1.0
inf,-1.621,8.375,1.842,inf,1.0
inf,-8.914,5.285,0.8394,inf,1.0
29310.0,3.777,-1.076,-6.42,29310.0,1.0
inf,-6.26,-1.359,-1.464,inf,1.0
inf,7.996,2.775,0.173,inf,1.0
inf,-7.76,7.703,9.734,inf,1.0
inf,-2.154,5.27,0.711,inf,1.0
inf,9.125,-5.836,8.11,inf,1.0
44960.0,-4.33,-1.463,8.52,44960.0,1.0
inf,5.707,-8.14,-7.27,inf,1.0
inf,-2.873,6.01,3.975,inf,1.0
inf,8.56,-6.434,6.504,inf,1.0
inf,-8.54,-5.004,8.07,inf,1.0
7068.0,1.124,4.04,8.4,7068.0,1.0
41100.0,-3.867,4.535,3.188,41100.0,1.0
inf,0.4084,-9.664,9.74,inf,1.0
17120.0,-3.77,3.691,5.867,17120.0,1.0
inf,-2.012,-7.574,9.414,inf,1.0
inf,-8.49,4.15,1.65,inf,1.0
inf,-5.715,6.473,9.05,inf,1.0
inf,4.82,-2.168,-6.555,inf,1.0
inf,0.853,-8.54,8.28,inf,1.0
20050.0,-1.826,-4.152,5.234,20050.0,1.0
446.0,-1.622,1.917,1.708,446.0,1.0
inf,0.9556,7.535,-5.652,inf,1.0
inf,2.54,-7.01,-7.254,inf,1.0
15736.0,-2.848,0.4736,-9.72,15736.0,1.0
inf,-0.3333,7.492,8.16,inf,1.0
23940.0,-0.4956,3.516,-2.758,23940.0,1.0
25380.0,4.082,0.7246,0.786,25380.0,1.0
inf,-6.867,-4.312,-9.734,inf,1.0
inf,-1.595,8.55,3.486,inf,1.0
inf,2.914,9.74,5.926,inf,1.0
3426.0,-1.86,-2.215,3.535,3426.0,1.0
43500.0,0.1006,4.02,-4.316,43500.0,1.0
inf,-7.695,-7.95,-2.176,inf,1.0
inf,0.2426,7.934,-0.1959,inf,1.0
inf,-5.395,-6.19,1.916,inf,1.0
inf,-5.703,4.74,6.688,inf,1.0
174.0,0.8267,-0.517,-0.2585,174.0,1.0
inf,5.566,-3.748,-6.31,inf,1.0
inf,-4.684,4.414,-2.742,inf,1.0
inf,1.833,7.094,6.164,inf,1.0
5880.0,1.3,-2.732,1.215,5880.0,1.0
inf,1.335,-7.035,-2.135,inf,1.0
inf,5.65,-8.28,8.18,inf,1.0
36450.0,4.227,1.487,-7.617,36450.0,1.0
60640.0,2.639,4.26,-6.3,60640.0,1.0
inf,2.396,-6.332,1.871,inf,1.0
inf,7.23,-3.182,-0.9883,inf,1.0
inf,1.908,5.586,-5.066,inf,1.0
10020.0,-2.742,-1.71,-0.9263,10020.0,1.0
inf,2.076,7.516,-0.4224,inf,1.0
inf,-3.582,-4.51,-7.418,inf,1.0
3426.0,1.958,0.129,-4.516,3426.0,1.0
inf,9.54,-9.45,-5.875,inf,1.0
18130.0,3.424,3.922,4.418,18130.0,1.0
inf,6.05,-1.616,-4.82,inf,1.0
inf,-7.027,3.102,-0.6978,inf,1.0
61950.0,-1.026,5.297,3.523,61950.0,1.0
inf,-5.246,-0.599,-1.111,inf,1.0
inf,4.598,7.6,6.082,inf,1.0
inf,-2.41,5.395,-8.73,inf,1.0
inf,-8.12,-5.777,-8.91,inf,1.0
49660.0,-4.426,-2.402,9.24,49660.0,1.0
3962.0,-1.372,0.4702,-5.91,3962.0,1.0
inf,-8.89,1.55,1.114,inf,1.0
inf,-5.58,6.21,-9.33,inf,1.0
inf,9.98,-4.24,-9.61,inf,1.0
inf,-2.898,-8.81,1.166,inf,1.0
inf,0.1356,4.41,-6.23,inf,1.0
inf,8.12,-9.12,-2.1,inf,1.0
inf,-9.83,1.762,2.15,inf,1.0
inf,6.305,4.168,-3.307,inf,1.0
10630.0,-1.767,1.981,-6.32,10630.0,1.0
52200.0,4.586,-1.136,-4.19,52200.0,1.0
inf,-2.123,8.72,7.184,inf,1.0
inf,0.1803,6.496,-7.004,inf,1.0
inf,-8.17,-7.453,8.66,inf,1.0
30800.0,-3.959,-0.621,6.863,30800.0,1.0
inf,6.426,3.3,2.648,inf,1.0
inf,-4.594,-3.71,6.83,inf,1.0
1527.0,-1.151,-0.6294,-2.977,1527.0,1.0
inf,8.46,6.336,8.58,inf,1.0
inf,-9.58,1.191,-1.744,inf,1.0
17100.0,-3.383,2.768,-2.117,17100.0,1.0
inf,5.844,-0.8335,1.595,inf,1.0
inf,-3.799,-9.555,-3.361,inf,1.0
inf,-5.527,4.56,4.91,inf,1.0
3914.0,-1.36,-3.398,8.19,3914.0,1.0
inf,-2.078,-5.02,-8.23,inf,1.0
29810.0,-2.113,2.9,-8.78,29810.0,1.0
inf,1.051,-5.41,-2.908,inf,1.0
inf,-9.86,8.98,4.28,inf,1.0
inf,-8.555,-5.113,3.428,inf,1.0
inf,-8.88,1.83,6.29,inf,1.0
840.5,-1.115,-0.2081,2.541,840.5,1.0
inf,-9.66,6.168,4.047,inf,1.0
inf,-5.348,9.79,5.227,inf,1.0
inf,-6.668,-5.254,0.05518,inf,1.0
inf,-3.697,8.086,2.121,inf,1.0
inf,-5.324,7.387,8.81,inf,1.0
inf,7.92,-5.902,4.26,inf,1.0
inf,-1.037,-9.52,-1.733,inf,1.0
inf,4.996,-5.902,-4.297,inf,1.0
inf,1.85,6.242,-0.589,inf,1.0
44100.0,4.44,-1.213,0.0808,44100.0,1.0
43870.0,-3.17,-3.213,-5.87,43870.0,1.0
inf,-9.305,5.36,-9.07,inf,1.0
inf,3.594,-9.336,2.84,inf,1.0
inf,4.543,-3.836,-2.994,inf,1.0
inf,6.5,0.2416,3.531,inf,1.0
11180.0,2.885,1.921,-4.727,11180.0,1.0
inf,-3.84,6.285,-6.227,inf,1.0
inf,-9.95,-8.625,2.855,inf,1.0
inf,6.07,7.527,-5.105,inf,1.0
inf,-2.05,-6.36,-1.886,inf,1.0
22740.0,-3.545,0.7007,-8.805,22740.0,1.0
inf,-0.882,8.71,-7.81,inf,1.0
inf,6.42,3.79,-7.723,inf,1.0
inf,-5.3,8.22,-9.625,inf,1.0
inf,-9.36,-6.027,3.969,inf,1.0
inf,8.23,-1.12,1.155,inf,1.0
inf,-9.98,-5.92,-2.828,inf,1.0
inf,-2.088,-9.46,9.94,inf,1.0
6684.0,-0.3462,0.1688,8.2,6684.0,1.0
3254.0,0.5522,0.558,-5.387,3254.0,1.0
inf,-2.61,-8.83,4.94,inf,1.0
inf,-0.38,-9.25,-2.598,inf,1.0
inf,8.125,0.683,-3.17,inf,1.0
37200.0,-2.426,-4.11,0.4094,37200.0,1.0
inf,-3.363,-9.02,-7.65,inf,1.0
inf,-9.0,6.63,0.9155,inf,1.0
inf,3.045,6.67,-8.33,inf,1.0
inf,2.238,6.87,-4.89,inf,1.0
inf,-7.582,8.266,-8.63,inf,1.0
37400.0,-3.102,-4.363,5.715,37400.0,1.0
7296.0,2.336,-2.62,4.098,7296.0,1.0
inf,5.41,4.28,5.57,inf,1.0
inf,7.36,-5.875,-6.29,inf,1.0
inf,-9.195,0.1203,-8.66,inf,1.0
inf,-9.57,-8.13,8.234,inf,1.0
inf,-4.754,7.918,-6.27,inf,1.0
inf,-9.086,3.693,-6.492,inf,1.0
inf,-6.836,9.305,-4.16,inf,1.0
inf,-4.723,-3.996,2.31,inf,1.0
23170.0,-3.328,-2.928,2.623,23170.0,1.0
44900.0,-4.902,2.867,8.63,44900.0,1.0
inf,4.81,9.73,-6.297,inf,1.0
inf,7.99,6.15,6.586,inf,1.0
inf,9.13,-7.434,8.65,inf,1.0
inf,-7.113,-3.873,7.54,inf,1.0
inf,6.164,-7.457,9.11,inf,1.0
inf,8.49,6.82,-4.473,inf,1.0
inf,6.523,5.355,6.78,inf,1.0
inf,4.555,-9.74,-2.254,inf,1.0
12510.0,-0.8325,3.77,3.46,12510.0,1.0
inf,-8.51,3.904,8.125,inf,1.0
inf,-0.7427,-4.566,-9.49,inf,1.0
inf,9.9,5.477,7.273,inf,1.0
9600.0,-1.559,-2.703,-1.022,9600.0,1.0
1101.0,0.2932,-1.144,4.383,1101.0,1.0
inf,7.79,1.884,-0.426,inf,1.0
inf,-8.17,-3.832,-1.893,inf,1.0
inf,-7.6,1.536,-9.48,inf,1.0
38820.0,4.14,-2.12,0.3635,38820.0,1.0
3448.0,1.983,-0.3215,-3.94,3448.0,1.0
inf,7.535,2.764,5.645,inf,1.0
inf,-9.03,9.914,8.85,inf,1.0
inf,-2.318,-6.363,9.49,inf,1.0
15440.0,0.1594,-1.624,-9.68,15440.0,1.0
inf,8.64,-0.1387,9.75,inf,1.0
inf,6.465,8.93,-3.338,inf,1.0
inf,9.87,4.914,-8.25,inf,1.0
inf,-6.117,-3.68,3.113,inf,1.0
inf,9.2,-8.484,-0.272,inf,1.0
19570.0,3.754,1.155,-3.97,19570.0,1.0
inf,8.766,8.26,7.188,inf,1.0
inf,-6.465,0.999,6.582,inf,1.0
inf,1.907,-7.367,-9.34,inf,1.0
inf,-6.04,3.643,-6.855,inf,1.0
50800.0,3.064,-5.113,8.88,50800.0,1.0
inf,-3.383,-8.36,1.431,inf,1.0
inf,-9.85,2.135,0.1465,inf,1.0
18380.0,-1.525,2.295,-8.29,18380.0,1.0
inf,-2.408,-8.21,4.574,inf,1.0
inf,-5.08,5.62,4.684,inf,1.0
inf,-5.527,-0.8906,-0.547,inf,1.0
inf,3.691,-5.703,-5.156,inf,1.0
inf,-9.05,-7.934,7.883,inf,1.0
inf,-2.592,7.93,7.055,inf,1.0
inf,-8.94,6.67,-0.5107,inf,1.0
inf,8.32,2.342,-9.48,inf,1.0
inf,-2.822,-8.33,-7.363,inf,1.0
inf,2.44,5.445,-1.429,inf,1.0
inf,4.81,7.207,9.25,inf,1.0
inf,1.035,8.47,-9.66,inf,1.0
inf,2.822,-7.367,-8.1,inf,1.0
inf,-7.344,-0.5557,8.42,inf,1.0
inf,9.79,3.63,5.92,inf,1.0
inf,-2.312,-8.37,-9.14,inf,1.0
inf,-5.78,8.266,2.705,inf,1.0
inf,-6.5,3.43,-0.6533,inf,1.0
inf,9.61,-5.12,6.906,inf,1.0
inf,-5.25,-8.61,2.53,inf,1.0
inf,-6.562,5.863,9.54,inf,1.0
inf,7.09,2.373,-1.932,inf,1.0
2708.0,-2.35,0.7334,-1.468,2708.0,1.0
inf,-9.23,-5.1,-2.53,inf,1.0
inf,1.603,-9.516,4.57,inf,1.0
inf,8.09,-7.414,-9.55,inf,1.0
inf,-1.378,-6.984,9.625,inf,1.0
inf,9.89,9.3,4.285,inf,1.0
inf,9.42,-5.69,-1.274,inf,1.0
inf,-1.407,-9.13,-9.734,inf,1.0
inf,-0.2888,6.56,4.82,inf,1.0
10490.0,-2.576,1.379,-6.88,10490.0,1.0
inf,-9.586,3.402,9.7,inf,1.0
inf,-5.035,8.516,0.681,inf,1.0
60320.0,-3.516,5.78,9.77,60320.0,1.0
32800.0,1.557,3.645,-4.777,32800.0,1.0
inf,9.78,5.625,7.72,inf,1.0
inf,-7.43,-2.719,0.223,inf,1.0
inf,-6.137,-1.828,-3.123,inf,1.0
inf,8.67,-1.067,-3.48,inf,1.0
7076.0,-0.2198,-0.203,8.445,7076.0,1.0
inf,9.73,-7.957,8.72,inf,1.0
inf,5.27,1.691,-5.207,inf,1.0
10580.0,0.6694,2.146,-5.535,10580.0,1.0
inf,9.13,4.98,-4.81,inf,1.0
inf,-8.336,-1.911,6.926,inf,1.0
inf,-3.7,7.426,9.04,inf,1.0
inf,-0.00422,-9.9,-6.68,inf,1.0
inf,9.414,-7.195,-0.7764,inf,1.0
inf,-0.618,7.242,-0.2422,inf,1.0
inf,9.484,8.086,-6.32,inf,1.0
inf,7.855,0.5576,-6.582,inf,1.0
inf,6.992,5.11,-8.47,inf,1.0
62500.0,-1.151,4.742,-2.281,62500.0,1.0
inf,4.94,-3.547,-6.824,inf,1.0
inf,5.242,3.732,-3.309,inf,1.0
inf,-7.008,-0.2212,-5.098,inf,1.0
inf,-5.5,-0.1986,7.566,inf,1.0
60260.0,2.957,-5.426,9.39,60260.0,1.0
inf,7.06,6.113,6.43,inf,1.0
inf,7.047,1.776,5.406,inf,1.0
inf,-9.49,-8.63,2.127,inf,1.0
inf,6.375,-9.336,-6.96,inf,1.0
inf,-9.414,3.38,6.383,inf,1.0
inf,-5.598,5.336,-4.004,inf,1.0
51070.0,-3.799,-3.486,-1.596,51070.0,1.0
inf,0.2283,6.99,-4.71,inf,1.0
inf,-8.04,-8.77,-1.967,inf,1.0
inf,2.281,-5.35,-0.9287,inf,1.0
inf,5.527,-3.459,-8.49,inf,1.0
inf,3.633,-4.84,-6.043,inf,1.0
inf,0.7773,6.86,6.492,inf,1.0
inf,7.3,0.2141,-8.19,inf,1.0
inf,5.89,-6.168,6.824,inf,1.0
inf,5.348,4.887,7.23,inf,1.0
inf,-8.45,8.62,-3.623,inf,1.0
inf,3.385,7.617,6.33,inf,1.0
inf,-6.01,9.39,7.76,inf,1.0
inf,8.02,-2.486,-4.92,inf,1.0
inf,2.275,9.836,8.15,inf,1.0
inf,8.016,-8.61,-0.4749,inf,1.0
inf,-4.35,-6.848,-3.375,inf,1.0
inf,8.95,2.355,3.328,inf,1.0
inf,-6.562,-6.516,5.918,inf,1.0
inf,5.84,5.125,9.7,inf,1.0
inf,-9.29,6.207,-0.05634,inf,1.0
inf,-8.914,-9.41,6.57,inf,1.0
inf,-8.3,6.805,-7.62,inf,1.0
inf,-9.03,8.88,-4.47,inf,1.0
inf,9.33,-4.93,8.375,inf,1.0
inf,7.438,-1.231,-6.656,inf,1.0
inf,3.91,-9.09,-1.614,inf,1.0
inf,-2.781,8.42,1.706,inf,1.0
inf,3.867,-4.664,-2.326,inf,1.0
61820.0,-2.777,-4.113,-4.926,61820.0,1.0
inf,5.79,-4.57,-4.258,inf,1.0
inf,5.88,-6.805,6.414,inf,1.0
inf,-0.8066,-7.27,2.357,inf,1.0
inf,-5.45,-8.91,6.637,inf,1.0
inf,3.676,-4.22,-9.12,inf,1.0
28370.0,-3.959,-1.065,2.887,28370.0,1.0
inf,1.934,-8.836,-0.9355,inf,1.0
inf,-8.836,-2.852,-4.027,inf,1.0
inf,3.65,-9.85,0.1853,inf,1.0
6620.0,2.137,-0.4548,-6.195,6620.0,1.0
inf,8.43,2.367,-5.03,inf,1.0
inf,9.46,-3.32,-7.387,inf,1.0
47100.0,0.967,-4.75,1.612,47100.0,1.0
inf,-3.965,-7.633,7.047,inf,1.0
inf,7.5,-6.68,7.03,inf,1.0
inf,0.951,7.02,5.418,inf,1.0
inf,1.958,6.16,4.773,inf,1.0
inf,0.03824,-9.46,-7.227,inf,1.0
inf,-2.307,-7.426,4.957,inf,1.0
inf,-9.875,1.471,-3.42,inf,1.0
inf,6.938,1.51,1.823,inf,1.0
43400.0,3.002,4.074,-3.629,43400.0,1.0
inf,1.991,-7.504,-6.355,inf,1.0
inf,4.1,8.56,9.46,inf,1.0
63870.0,-0.6055,-5.316,3.63,63870.0,1.0
inf,-9.945,2.098,9.35,inf,1.0
inf,3.943,-8.7,0.5073,inf,1.0
inf,7.22,9.07,-4.766,inf,1.0
inf,5.902,-2.17,-1.501,inf,1.0
inf,-0.819,9.93,-5.19,inf,1.0
